,Category,Rank,Title,Price,Title Length
3058,Science Fiction Fantasy,59,Oathbringer: Book Three of the Stormlight Archive,20.99,49
3059,Science Fiction Fantasy,60,The Handmaid's Tale,9.59,19
3060,Science Fiction Fantasy,61,Genesis (First Colony Book 1),3.99,29
3061,Science Fiction Fantasy,62,The Dark Tower I: The Gunslinger,-2.0,32
3062,Science Fiction Fantasy,63,"We Are Legion (We Are Bob): Bobiverse, Book 1",-2.0,45
3063,Science Fiction Fantasy,64,The Emperor of Evening Stars (The Bargainer Book 3),2.99,51
3064,Science Fiction Fantasy,65,"For We Are Many: Bobiverse, Book 2",-2.0,34
3065,Science Fiction Fantasy,66,Ready Player One,9.99,16
3066,Science Fiction Fantasy,67,Gateway To The Universe: In Bad Company,0.99,39
3067,Science Fiction Fantasy,68,Rage: Feathers and Fire Book 2,4.99,30
3068,Science Fiction Fantasy,69,A Feast for Crows: A Song of Ice and Fire: Book 4,-2.0,49
3069,Science Fiction Fantasy,70,Skysworn (Cradle Book 4),4.99,24
3070,Science Fiction Fantasy,71,"Dungeon Madness: Divine Dungeon Series, Book 2",-2.0,46
3071,Science Fiction Fantasy,72,Sleeping Beauties: A Novel,19.49,26
3072,Science Fiction Fantasy,73,Storm Warrior: Age Of Magic - A Kurtherian Gambit Series (Storms Of Magic Book 4),0.99,81
3073,Science Fiction Fantasy,74,A Shade of Vampire 2: A Shade of Blood,3.99,38
3074,Science Fiction Fantasy,75,Pandemic (The Extinction Files Book 1),4.99,38
3075,Science Fiction Fantasy,76,The Blood Debt: Wolf of the North Book 3,5.99,40
3076,Science Fiction Fantasy,77,"Columbus Day: Expeditionary Force, Book 1",-2.0,41
3077,Science Fiction Fantasy,78,The Gender Game 2: The Gender Secret,4.99,36
3078,Science Fiction Fantasy,79,Elementals: The Complete Series,9.99,31
3079,Science Fiction Fantasy,80,Oathbringer: Book Three of the Stormlight Archive,16.99,49
3080,Science Fiction Fantasy,81,1984 (Signet Classics),5.99,22
3081,Science Fiction Fantasy,82,A Dance with Dragons: A Song of Ice and Fire: Book 5,-2.0,52
3082,Science Fiction Fantasy,83,Code Breakers Complete Series: Books 1-4,1.2,40
3083,Science Fiction Fantasy,84,Black Mad Wheel: A Novel,1.99,24
3084,Science Fiction Fantasy,85,Serpent's Touch: A Reverse Harem Urban Fantasy (The Last Serpent Book 1),0.99,72
3085,Science Fiction Fantasy,86,Gods Above and Below (Stavin DragonBlessed Book 6),2.99,50
3086,Science Fiction Fantasy,87,Trackers: A Post-Apocalyptic Survival Series,2.99,44
3087,Science Fiction Fantasy,88,Edgedancer: From the Stormlight Archive,7.42,39
3088,Science Fiction Fantasy,89,Black Friday (The Valens Legacy Book 1),3.99,39
3089,Science Fiction Fantasy,90,The Stand,-2.0,9
3090,Science Fiction Fantasy,91,The Gender Game 3: The Gender Lie,4.99,33
3091,Science Fiction Fantasy,92,Fahrenheit 451,13.34,14
3092,Science Fiction Fantasy,93,Interstellar Mage (Starship's Mage: Red Falcon Book 1),2.99,54
3093,Science Fiction Fantasy,94,The Way of Kings: Book One of The Stormlight Archive,-2.0,52
3094,Science Fiction Fantasy,95,Reign of Madness (King's Dark Tidings Book 2),4.99,45
3095,Science Fiction Fantasy,96,Apprentice (The Black Mage Book 2),4.99,34
3096,Science Fiction Fantasy,97,The Subtle Knife: His Dark Materials,1.99,36
3097,Science Fiction Fantasy,98,"SpecOps: Expeditionary Force, Book 2",-2.0,36
3098,Science Fiction Fantasy,99,Blade Runner: Based on the novel Do Androids Dream of Electric Sheep? by Philip K. Dick,-2.0,87
3099,Science Fiction Fantasy,100,From a Certain Point of View (Star Wars),-2.0,40
3100,Self Help,1,"The Nature Fix: Why Nature Makes Us Happier, Healthier, and More Creative",-2.0,73
3101,Self Help,2,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,-2.0,86
3102,Self Help,3,The Wisdom of Sundays: Life-Changing Insights from Super Soul Conversations,16.79,75
3103,Self Help,4,Discipline Equals Freedom: Field Manual,14.99,39
3104,Self Help,5,Braving the Wilderness: The Quest for True Belonging and the Courage to Stand Alone,-2.0,83
3105,Self Help,6,The Code of the Extraordinary Mind: 10 Unconventional Laws to Redefine Your Life and Succeed On Your Own Terms,9.99,110
3106,Self Help,7,Capital Gaines: Smart Things I Learned Doing Stupid Stuff,16.35,57
3107,Self Help,8,H Is for Hawk,8.63,13
3108,Self Help,9,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,14.99,86
3109,Self Help,10,"The 5 Second Rule: Transform your Life, Work, and Confidence with Everyday Courage",-2.0,82
3110,Self Help,11,How to Win Friends & Influence People,-2.0,37
3111,Self Help,12,Capital Gaines: The Smart Things I've Learned by Doing Stupid Stuff,-2.0,67
3112,Self Help,13,The 5 Love Languages: The Secret to Love that Lasts,9.59,51
3113,Self Help,14,Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,10.8,76
3114,Self Help,15,Anxious for Nothing: Finding Calm in a Chaotic World,15.47,52
3115,Self Help,16,Unfu*k Yourself,-2.0,15
3116,Self Help,17,A Spy's Guide to Thinking (Kindle Single),2.99,41
3117,Self Help,18,I Can't Make This Up: Life Lessons,-2.0,34
3118,Self Help,19,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,9.6,86
3119,Self Help,20,Braving the Wilderness: The Quest for True Belonging and the Courage to Stand Alone,16.37,83
3120,Self Help,21,The Power of Habit: Why We Do What We Do in Life and Business,-2.0,61
3121,Self Help,22,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),7.42,81
3122,Self Help,23,The Wisdom of Sundays: Life-Changing Insights from Super Soul Conversations,-2.0,75
3123,Self Help,24,Stick with It: A Scientifically Proven Process for Changing Your Life-for Good,0.99,78
3124,Self Help,25,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,-2.0,76
3125,Self Help,26,Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,11.68,72
3126,Self Help,27,"The Science of Likability: 27 Studies to Master Charisma, Attract Friends, Captivate People, and Take Advantage of Human Psychology",-2.0,131
3127,Self Help,28,Recovery: Freedom from Our Addictions,-2.0,37
3128,Self Help,29,The Wisdom of Sundays: Life-Changing Insights from Super Soul Conversations,14.99,75
3129,Self Help,30,Judgment Detox: Release the Beliefs That Hold You Back from Living A Better Life,17.86,80
3130,Self Help,31,Norbert?s Little Lessons for a Big Life,11.15,39
3131,Self Help,32,Judgment Detox: Release the Beliefs That Hold You Back from Living A Better Life,13.99,80
3132,Self Help,33,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,8.99,96
3133,Self Help,34,The Little Book of Hygge: Danish Secrets to Happy Living,1.99,56
3134,Self Help,35,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,9.79,86
3135,Self Help,36,High Performance Habits: How Extraordinary People Become That Way,-2.0,65
3136,Self Help,37,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,-2.0,86
3137,Self Help,38,Capital Gaines: Smart Things I Learned Doing Stupid Stuff,12.99,57
3138,Self Help,39,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,5.99,76
3139,Self Help,40,Mindset: The New Psychology of Success,10.2,38
3140,Self Help,41,Discipline Equals Freedom: Field Manual,11.99,39
3141,Self Help,42,Recovery: Freedom from Our Addictions,18.36,37
3142,Self Help,43,"Nudge: Improving Decisions About Health, Wealth, and Happiness",10.83,62
3143,Self Help,44,The TB12 Method: How to Achieve a Lifetime of Sustained Peak Performance,20.48,72
3144,Self Help,45,The Untethered Soul: The Journey Beyond Yourself,11.99,48
3145,Self Help,46,The Five Love Languages: The Secret to Love That Lasts,-2.0,54
3146,Self Help,47,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,10.91,76
3147,Self Help,48,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,12.99,86
3148,Self Help,49,Braving the Wilderness: The Quest for True Belonging and the Courage to Stand Alone,14.99,83
3149,Self Help,50,The Blue Zones of Happiness: Lessons From the World's Happiest People,17.08,69
3150,Self Help,51,The Hollywood Commandments: A Spiritual Guide to Secular Success,17.1,64
3151,Self Help,52,The Power of Now,-2.0,16
3152,Self Help,53,The Power of Now: A Guide to Spiritual Enlightenment,8.98,52
3153,Self Help,54,Lessons From a Third Grade Dropout,8.02,34
3154,Self Help,55,The Untethered Soul: The Journey Beyond Yourself,-2.0,48
3155,Self Help,56,Why Buddhism Is True: The Science and Philosophy of Enlightenment,-2.0,65
3156,Self Help,57,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",10.26,99
3157,Self Help,58,Being Mortal: Medicine and What Matters in the End,11.4,50
3158,Self Help,59,The 5 Love Languages: The Secret to Love that Lasts,6.67,51
3159,Self Help,60,"AARP Meditations for Caregivers: Practical, Emotional, and Spiritual Support for You and Your Family",10.87,100
3160,Self Help,61,The State of Affairs: Rethinking Infidelity,-2.0,43
3161,Self Help,62,High Performance Habits: How Extraordinary People Become That Way,16.19,65
3162,Self Help,63,Man's Search for Meaning,9.97,24
3163,Self Help,64,48 Laws of Power,-2.0,16
3164,Self Help,65,Grit: The Power of Passion and Perseverance,-2.0,43
3165,Self Help,66,"I Thought It Was Just Me (but it isn?t): Telling the Truth about Perfectionism, Inadequacy, and Power",-2.0,101
3166,Self Help,67,Lessons From a Third Grade Dropout,4.99,34
3167,Self Help,68,Think and Grow Rich,-2.0,19
3168,Self Help,69,Smarter Faster Better: The Transformative Power of Real Productivity,2.99,68
3169,Self Help,70,You Are a Badass at Making Money: Master the Mindset of Wealth,-2.0,62
3170,Self Help,71,How to Talk So Kids Will Listen & Listen So Kids Will Talk,9.56,58
3171,Self Help,72,"The Power of Vulnerability: Teachings of Authenticity, Connection, and Courage",-2.0,78
3172,Self Help,73,The Power of Habit: Why We Do What We Do in Life and Business,10.56,61
3173,Self Help,74,Unshakeable: Your Financial Freedom Playbook,-2.0,44
3174,Self Help,75,"Boundaries Updated and Expanded Edition: When to Say Yes, How to Say No To Take Control of Your Life",13.35,100
3175,Self Help,76,Anxious for Nothing: Finding Calm in a Chaotic World,9.99,52
3176,Self Help,77,"Unlimited Memory: How to Use Advanced Learning Strategies to Learn Faster, Remember More and be More Productive",4.99,111
3177,Self Help,78,"1-2-3 Magic: 3-Step Discipline for Calm, Effective, and Happy Parenting",1.99,71
3178,Self Help,79,The Four Agreements,-2.0,19
3179,Self Help,80,Crystal Muse: Everyday Rituals to Tune In to the Real You,20.73,57
3180,Self Help,81,The Book of Joy: Lasting Happiness in a Changing World,17.82,54
3181,Self Help,82,Grit: The Power of Passion and Perseverance,19.17,43
3182,Self Help,83,The Secret,-2.0,10
3183,Self Help,84,Anxious for Nothing: Finding Calm in a Chaotic World,-2.0,52
3184,Self Help,85,Q&A a Day: 5-Year Journal,13.87,25
3185,Self Help,86,"Meditation: Meditation for Beginners - How to Relieve Stress, Anxiety and Depression and Return to a State of Inner Peace and Happiness (How to Meditate, ... for Beginners, Mindfulness Book 1)",2.99,192
3186,Self Help,87,Emotional Intelligence 2.0,18.46,26
3187,Self Help,88,"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition",11.3,76
3188,Self Help,89,Black Privilege: Opportunity Comes to Those Who Create It,-2.0,57
3189,Self Help,90,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich (Expanded and Updated)",-2.0,92
3190,Self Help,91,Quiet: The Power of Introverts in a World That Can't Stop Talking,9.39,65
3191,Self Help,92,Soar!: Build Your Vision from the Ground Up,14.99,43
3192,Self Help,93,Why Me?,0.99,7
3193,Self Help,94,Tiny Beautiful Things: Advice on Love and Life from Dear Sugar,9.19,62
3194,Self Help,95,The Book of Joy: Lasting Happiness in a Changing World,-2.0,54
3195,Self Help,96,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich",15.31,69
3196,Self Help,97,"Option B: Facing Adversity, Building Resilience, and Finding Joy",16.48,64
3197,Self Help,98,Mating in Captivity: Reconciling the Erotic & the Domestic,-2.0,58
3198,Self Help,99,The 48 Laws of Power,19.63,20
3199,Self Help,100,Influence: The Psychology of Persuasion,-2.0,39
3200,Sports Outdoors,1,H Is for Hawk,8.63,13
3201,Sports Outdoors,2,"Basketball (and Other Things): A Collection of Questions Asked, Answered, Illustrated",11.99,85
3202,Sports Outdoors,3,Bucket List Adventures: 10 Incredible Journeys to Experience Before You Die,1.99,75
3203,Sports Outdoors,4,The TB12 Method: How to Achieve a Lifetime of Sustained Peak Performance,20.48,72
3204,Sports Outdoors,5,Shoe Dog: A Memoir by the Creator of Nike,-2.0,41
3205,Sports Outdoors,6,The Art of Mental Training - A Guide to Performance Excellence,7.99,62
3206,Sports Outdoors,7,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,12.49,94
3207,Sports Outdoors,8,"Coaching: The 7 Laws Of Coaching: Powerful Coaching Skills That Will Predict Your Team?s Success (7 Laws, coaching questions, coaching books, the coaching habit)",2.99,161
3208,Sports Outdoors,9,Into the Wild,9.81,13
3209,Sports Outdoors,10,"Instant Pot Cookbook: 550 Delicious Dishes Recipes, Healthy Meals.",11.01,66
3210,Sports Outdoors,11,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,-2.0,94
3211,Sports Outdoors,12,The TB12 Method: How to Achieve a Lifetime of Sustained Peak Performance,-2.0,72
3212,Sports Outdoors,13,The Chicago Cubs: Story of a Curse,17.1,34
3213,Sports Outdoors,14,Lonely Planet New Zealand (Travel Guide),15.39,40
3214,Sports Outdoors,15,Slobberknocker: My Life in Wrestling,15.27,36
3215,Sports Outdoors,16,Bushcraft 101: A Field Guide to the Art of Wilderness Survival,15.29,62
3216,Sports Outdoors,17,Shoe Dog: A Memoir by the Creator of Nike,20.63,41
3217,Sports Outdoors,18,Paris to the Pyrenees: A Skeptic Pilgrim Walks the Way of Saint James,1.99,69
3218,Sports Outdoors,19,A Beautiful Work In Progress,4.99,28
3219,Sports Outdoors,20,Ali: A Life,18.0,11
3220,Sports Outdoors,21,Atlas Obscura: An Explorer's Guide to the World's Hidden Wonders,26.11,64
3221,Sports Outdoors,22,Slobberknocker: My Life in Wrestling,-2.0,36
3222,Sports Outdoors,23,Long Range Shooting Handbook: Complete Beginner's Guide to Long Range Shooting,1.2,78
3223,Sports Outdoors,24,Relentless: From Good to Great to Unstoppable,-2.0,45
3224,Sports Outdoors,25,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,10.99,94
3225,Sports Outdoors,26,Bigger Leaner Stronger: The Simple Science of Building the Ultimate Male Body,13.08,77
3226,Sports Outdoors,27,Strong Is the New Pretty: A Celebration of Girls Being Themselves,10.0,65
3227,Sports Outdoors,28,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",10.19,70
3228,Sports Outdoors,29,"SAS Survival Handbook, Third Edition: The Ultimate Guide to Surviving Anywhere",16.62,78
3229,Sports Outdoors,30,Wild: From Lost to Found on the Pacific Crest Trail,11.0,51
3230,Sports Outdoors,31,The TB12 Method: How to Achieve a Lifetime of Sustained Peak Performance,14.99,72
3231,Sports Outdoors,32,The Rider,8.48,9
3232,Sports Outdoors,33,"Becoming a Supple Leopard 2nd Edition: The Ultimate Guide to Resolving Pain, Preventing Injury, and Optimizing Athletic Performance",35.54,131
3233,Sports Outdoors,34,Sheep No More: The Art of Awareness and Attack Survival,14.39,55
3234,Sports Outdoors,35,"The Complete Guide to Hunting, Butchering, and Cooking Wild Game: Volume 1: Big Game",24.39,84
3235,Sports Outdoors,36,2018 National Park Foundation Wall Calendar,10.39,43
3236,Sports Outdoors,37,Bigger Leaner Stronger: The Simple Science of Building the Ultimate Male Body (The Muscle for Life Series Book 1),7.99,113
3237,Sports Outdoors,38,Ice Capades: A Memoir of Fast Living and Tough Hockey,21.71,53
3238,Sports Outdoors,39,Yoga Anatomy-2nd Edition,15.16,24
3239,Sports Outdoors,40,Draft Animals: Living the Pro Cycling Dream (Once in a While),11.59,61
3240,Sports Outdoors,41,"The Sky Below: A True Story of Summits, Space, and Speed [Kindle in Motion]",4.99,75
3241,Sports Outdoors,42,"Starting Strength:  Basic Barbell Training, 3rd edition",23.43,55
3242,Sports Outdoors,43,Ben Hogan's Five Lessons: The Modern Fundamentals of Golf,10.2,57
3243,Sports Outdoors,44,Thinner Leaner Stronger: The Simple Science of Building the Ultimate Female Body,13.03,80
3244,Sports Outdoors,45,Relentless: A Memoir,18.9,20
3245,Sports Outdoors,46,Wild: From Lost to Found on the Pacific Crest Trail (Oprah's Book Club 2.0),-2.0,75
3246,Sports Outdoors,47,Adventures of a Mountain Man: The Narrative of Zenas Leonard,0.99,60
3247,Sports Outdoors,48,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",-2.0,70
3248,Sports Outdoors,49,The Dangerous Book for Boys,12.47,27
3249,Sports Outdoors,50,"Golden Days: West's Lakers, Steph's Warriors, and the California Dreamers Who Reinvented Basketball",21.71,99
3250,Sports Outdoors,51,The Big Chair: The Smooth Hops and Bad Bounces from the Inside World of the Acclaimed Los Angeles Dodgers General Manager,20.71,121
3251,Sports Outdoors,52,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",9.59,90
3252,Sports Outdoors,53,Run Fast. Eat Slow.: Nourishing Recipes for Athletes,18.14,52
3253,Sports Outdoors,54,Into the Wild,-2.0,13
3254,Sports Outdoors,55,This Book Has Balls: Sports Rants from the MVP of Talking Trash,17.56,63
3255,Sports Outdoors,56,What Made Maddy Run: The Secret Struggles and Tragic Death of an All-American Teen,20.06,82
3256,Sports Outdoors,57,Shoe Dog: A Memoir by the Creator of Nike,14.99,41
3257,Sports Outdoors,58,Lonely Planet Thailand's Islands & Beaches (Travel Guide),14.49,57
3258,Sports Outdoors,59,Into Thin Air: A Personal Account of the Mt. Everest Disaster,11.09,61
3259,Sports Outdoors,60,National Geographic The Photo Ark: One Man's Quest to Document the World's Animals,24.96,82
3260,Sports Outdoors,61,Ocean Life in the Old Sailing Ship Days,0.99,39
3261,Sports Outdoors,62,Free Country: A Penniless Adventure the Length of Britain,3.99,57
3262,Sports Outdoors,63,Dead Mountain: The Untold True Story of the Dyatlov Pass Incident,1.99,65
3263,Sports Outdoors,64,"The Boys' Book Of Survival (How To Survive Anything, Anywhere)",9.34,62
3264,Sports Outdoors,65,The Stranger in the Woods: The Extraordinary Story of the Last True Hermit,14.44,74
3265,Sports Outdoors,66,100 Deadly Skills: Survival Edition: The SEAL Operative?s Guide to Surviving in the Wild and Being Prepared for Any Disaster,13.59,124
3266,Sports Outdoors,67,Pete the Cat: Scuba-Cat (My First I Can Read),3.39,45
3267,Sports Outdoors,68,The Inner Game of Tennis: The Classic Guide to the Mental Side of Peak Performance,11.55,82
3268,Sports Outdoors,69,Endurance: Shackleton's Incredible Voyage,11.55,41
3269,Sports Outdoors,70,The Genius of Birds,11.55,19
3270,Sports Outdoors,71,Thinner Leaner Stronger: The Simple Science of Building the Ultimate Female Body (The Muscle for Life Series Book 2),7.99,116
3271,Sports Outdoors,72,Creative Haven Owls Coloring Book (Adult Coloring),5.99,50
3272,Sports Outdoors,73,"Strength Training Anatomy, 3rd Edition",15.64,38
3273,Sports Outdoors,74,"Soccer IQ: Things That Smart Players Do, Vol. 1",9.99,47
3274,Sports Outdoors,75,Draft Animals: Living the Pro Cycling Dream (Once in a While),12.99,61
3275,Sports Outdoors,76,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",11.99,70
3276,Sports Outdoors,77,Edible Wild Plants: Eastern/Central North America (Peterson Field Guides),12.91,73
3277,Sports Outdoors,78,Relentless: From Good to Great to Unstoppable,14.3,45
3278,Sports Outdoors,79,Legacy,15.8,6
3279,Sports Outdoors,80,Yoga Pretzels (Yoga Cards),13.49,26
3280,Sports Outdoors,81,Barbarian Days: A Surfing Life,11.55,30
3281,Sports Outdoors,82,"Sex at Dawn: How We Mate, Why We Stray, and What It Means for Modern Relationships",-2.0,82
3282,Sports Outdoors,83,Women in Sports: 50 Fearless Athletes Who Played to Win,11.55,55
3283,Sports Outdoors,84,"National Geographic Field Guide to the Birds of North America, 7th Edition",19.32,74
3284,Sports Outdoors,85,"The New Encyclopedia of Modern Bodybuilding : The Bible of Bodybuilding, Fully Updated and Revised",17.99,98
3285,Sports Outdoors,86,Beginner's Guide to American Mah Jongg: How to Play the Game & Win,14.32,66
3286,Sports Outdoors,87,Pro-Knot Outdoor Knots,5.47,22
3287,Sports Outdoors,88,Chasing Excellence: A Story About Building the World's Fittest Athletes,14.39,71
3288,Sports Outdoors,89,Unstoppable: My Life So Far,15.54,27
3289,Sports Outdoors,90,"Jeff Gordon: His Dream, Drive & Destiny",24.95,39
3290,Sports Outdoors,91,National Audubon Society Field Guide to North American Mushrooms (National Audubon Society Field Guides),16.53,104
3291,Sports Outdoors,92,Lonely Planet's Ultimate Travel: Our List of the 500 Best Places to See... Ranked,16.99,81
3292,Sports Outdoors,93,A Walk in the Woods: Rediscovering America on the Appalachian Trail,6.29,67
3293,Sports Outdoors,94,Into Thin Air,-2.0,13
3294,Sports Outdoors,95,Jenson Button: Life to the Limit: My Autobiography,9.99,50
3295,Sports Outdoors,96,"Finding Ultra: Rejecting Middle Age, Becoming One of the World?s Fittest Men, and Discovering Myself",-2.0,100
3296,Sports Outdoors,97,Fast-Track Triathlete: Balancing a Big Life with Big Performance in Long-Course Triathlon,16.09,89
3297,Sports Outdoors,98,Wild (Oprah's Book Club 2.0 Digital Edition): From Lost to Found on the Pacific Crest Trail,9.99,91
3298,Sports Outdoors,99,Starting Strength,9.99,17
3299,Sports Outdoors,100,Drag Hunt (Show Jumping Dreams ~ Book 45),2.99,41
3300,Teen Young Adult,1,Harry Potter and the Sorcerer's Stone,8.99,37
3301,Teen Young Adult,2,Turtles All the Way Down,11.99,24
3302,Teen Young Adult,3,"The Book of Dust:  La Belle Sauvage (Book of Dust, Volume 1)",14.7,60
3303,Teen Young Adult,4,The Lord of the Rings: One Volume,16.99,33
3304,Teen Young Adult,5,"The Book of Dust: La Belle Sauvage: Book of Dust, Volume 1",-2.0,58
3305,Teen Young Adult,6,Animal Farm and 1984,12.99,20
3306,Teen Young Adult,7,"The Book of Dust:  La Belle Sauvage (Book of Dust, Volume 1)",11.99,60
3307,Teen Young Adult,8,Harry Potter and the Chamber of Secrets,8.99,39
3308,Teen Young Adult,9,Harry Potter and the Goblet of Fire,8.99,35
3309,Teen Young Adult,10,Harry Potter and the Prisoner of Azkaban,8.99,40
3310,Teen Young Adult,11,Turtles All the Way Down,10.99,24
3311,Teen Young Adult,12,Harry Potter and the Deathly Hallows,8.99,36
3312,Teen Young Adult,13,Turtles All the Way Down,-2.0,24
3313,Teen Young Adult,14,Harry Potter and the Order of the Phoenix,8.99,41
3314,Teen Young Adult,15,A Shade of Vampire (New & Lengthened 2015 Edition),0.99,50
3315,Teen Young Adult,16,Free the Darkness (King's Dark Tidings Book 1),3.99,46
3316,Teen Young Adult,17,Inception: A Dark Paranormal Romance (The Marked Book 1),2.99,56
3317,Teen Young Adult,18,The Hundredth Queen (The Hundredth Queen Series Book 1),4.99,55
3318,Teen Young Adult,19,Interpreter of Maladies,9.99,23
3319,Teen Young Adult,20,Harry Potter and the Half-Blood Prince,8.99,38
3320,Teen Young Adult,21,The Fire Queen (The Hundredth Queen Series Book 2),4.99,50
3321,Teen Young Adult,22,First Year (The Black Mage Book 1),0.99,34
3322,Teen Young Adult,23,"Mockingjay (Hunger Games Trilogy, Book 3)",7.99,41
3323,Teen Young Adult,24,Xanathar's Guide to Everything,29.97,30
3324,Teen Young Adult,25,"The Hunger Games (Hunger Games Trilogy, Book 1)",6.99,47
3325,Teen Young Adult,26,"Rhett & Link's Book of Mythicality: A Field Guide to Curiosity, Creativity, and Tomfoolery",12.6,90
3326,Teen Young Adult,27,Deadpool Vol. 1: Secret Invasion,4.5,32
3327,Teen Young Adult,28,Whispers From The Dead (The Veil Diaries Book 4),2.99,48
3328,Teen Young Adult,29,Darkest Before The Dawn (The Second Dark Ages Book 3),3.99,53
3329,Teen Young Adult,30,Legends of Ahn (King's Dark Tidings Book 3),4.99,43
3330,Teen Young Adult,31,The Golden Compass: His Dark Materials,1.99,38
3331,Teen Young Adult,32,Player's Handbook (Dungeons & Dragons),29.97,38
3332,Teen Young Adult,33,"Catching Fire (Hunger Games Trilogy, Book 2)",7.99,44
3333,Teen Young Adult,34,Scythe,-2.0,6
3334,Teen Young Adult,35,Gateway To The Universe: In Bad Company,0.99,39
3335,Teen Young Adult,36,Storm Warrior: Age Of Magic - A Kurtherian Gambit Series (Storms Of Magic Book 4),0.99,81
3336,Teen Young Adult,37,A Shade of Vampire 2: A Shade of Blood,3.99,38
3337,Teen Young Adult,38,Journey to Star Wars: The Force Awakens: Lost Stars,0.99,51
3338,Teen Young Adult,39,Elementals: The Complete Series,9.99,31
3339,Teen Young Adult,40,Reign of Madness (King's Dark Tidings Book 2),4.99,45
3340,Teen Young Adult,41,Apprentice (The Black Mage Book 2),4.99,34
3341,Teen Young Adult,42,The Subtle Knife: His Dark Materials,1.99,36
3342,Teen Young Adult,43,The Amber Spyglass: His Dark Materials,1.99,38
3343,Teen Young Adult,44,The Night Realm (Spell Weaver Book 1),0.99,37
3344,Teen Young Adult,45,The Outsiders,7.59,13
3345,Teen Young Adult,46,A Shade of Vampire 3: A Castle of Sand,3.99,38
3346,Teen Young Adult,47,Ben Franklin: The American Dream (The True Story of Benjamin Franklin) (Historical Biographies of Famous People),2.99,112
3347,Teen Young Adult,48,"The Golden Compass: His Dark Materials, Book 1",-2.0,46
3348,Teen Young Adult,49,Harry Potter Paperback Box Set (Books 1-7),52.99,42
3349,Teen Young Adult,50,The Hobbit (Lord of the Rings),9.99,30
3350,Teen Young Adult,51,"Reason To Breathe (The Breathing Series, Book 1)",4.74,48
3351,Teen Young Adult,52,Dungeon Master's Guide (D&D Core Rulebook),32.41,42
3352,Teen Young Adult,53,Harry Potter and the Sorcerer's Stone,8.78,37
3353,Teen Young Adult,54,The Hate U Give,13.49,15
3354,Teen Young Adult,55,Tears of the Silenced: A True Crime and an American Tragedy; Severe Child Abuse and Leaving the Amish,2.99,101
3355,Teen Young Adult,56,Monster Manual (D&D Core Rulebook),34.09,34
3356,Teen Young Adult,57,Ms. Marvel Vol. 1: No Normal (Ms. Marvel Series),4.5,48
3357,Teen Young Adult,58,Harry Potter - A Journey Through A History of Magic,8.99,51
3358,Teen Young Adult,59,The Mermaid's Sister,3.99,20
3359,Teen Young Adult,60,Tower of Dawn (Throne of Glass),8.53,31
3360,Teen Young Adult,61,Curveball (Barlow Sisters Book 1),3.99,33
3361,Teen Young Adult,62,Hatchet,5.99,7
3362,Teen Young Adult,63,The Giver (Giver Quartet),7.19,25
3363,Teen Young Adult,64,Strike Out (Barlow Sisters Book 2),4.99,34
3364,Teen Young Adult,65,The Last Unicorn: Classic Edition,6.99,33
3365,Teen Young Adult,66,Harry Potter y la piedra filosofal (La colección de Harry Potter) (Spanish Edition),8.99,83
3366,Teen Young Adult,67,The Hidden Village: A Story of Survival in WW2 Holland,0.99,54
3367,Teen Young Adult,68,Attack on Titan Vol. 1,7.99,22
3368,Teen Young Adult,69,Uncanny,3.99,7
3369,Teen Young Adult,70,The Catcher in the Rye,6.74,22
3370,Teen Young Adult,71,Glow: The Revelations of Oriceran (The Fairhaven Chronicles Book 1),3.99,67
3371,Teen Young Adult,72,The Queen's Poisoner (The Kingfountain Series Book 1),4.99,53
3372,Teen Young Adult,73,Invidious: A Dark Paranormal Romance (The Marked Book 2),3.99,56
3373,Teen Young Adult,74,Trickery (Curse of the Gods Book 1),2.99,35
