"category","rank","titles","prices"
"Libros en español",94,"Nunca juegues con fuego: Insaciable I (Spanish Edition)","$1.19"
"Libros en español",95,"Sapiens. De animales a dioses: Una breve historia de la humanidad (Spanish Edition)","$12.99"
"Libros en español",96,"Las recetas de La dieta del metabolismo acelerado (Colección Vital) (Spanish Edition)","$9.99"
"Libros en español",97,"Padre Rico, Padre Pobre [Rich Dad, Poor Dad]: Qué les enseñan los ricos a sus hijos acerca del dinero. ¡que los pobres y la clase media no!","$0.00 with Trial"
"Libros en español",98,"Bright Baby Bilingual Touch & Feel: Numbers: English-Spanish Bilingual (Bright Baby Touch and Feel) (Spanish Edition)","$4.95"
"Libros en español",99,"Recetas El Poder del Metabolismo: ¡Coma sabroso mientras mejora su metabolismo y adelgaza! (Spanish Edition)","$9.95"
"Libros en español",100,"The Essential Neruda: Selected Poems (Bilingual Edition) (English and Spanish Edition)","$10.80"
"Literature Fiction",1,"Origin: A Novel","$14.99"
"Literature Fiction",2,"When I'm Gone: A Novel","$5.49"
"Literature Fiction",3,"Origin: A Novel","$0.00 with Trial"
"Literature Fiction",4,"The Unremembered Girl: A Novel","$4.99"
"Literature Fiction",5,"The Cellist of Sarajevo","$1.99"
"Literature Fiction",6,"Orphan Train: A Novel","$2.99"
"Literature Fiction",7,"Deep Freeze (A Virgil Flowers Novel)","$14.99"
"Literature Fiction",8,"The Nest","$2.99"
"Literature Fiction",9,"The Surprise","$0.99"
"Literature Fiction",10,"Beautiful Ruins: A Novel","$2.99"
"Literature Fiction",11,"Do Androids Dream of Electric Sheep?: The inspiration for the films Blade Runner and Blade Runner 2049","$2.99"
"Literature Fiction",12,"The Women in the Castle: A Novel","$3.99"
"Literature Fiction",13,"The Girl With No Name","$6.62"
"Literature Fiction",14,"Harry Potter and the Sorcerer's Stone","$8.99"
"Literature Fiction",15,"What She Knew: A Novel","$1.99"
"Literature Fiction",16,"A Dark Lure","$4.99"
"Literature Fiction",17,"A Tangled Mercy: A Novel","$4.99"
"Literature Fiction",18,"The Honest Spy","$4.99"
"Literature Fiction",19,"From Sand and Ash","$4.99"
"Literature Fiction",20,"Sweet Tea Tuesdays","$0.99"
"Literature Fiction",21,"The House by the River","$4.99"
"Literature Fiction",22,"Before We Were Yours: A Novel","$12.99"
"Literature Fiction",23,"Beneath a Scarlet Sky: A Novel","$5.99"
"Literature Fiction",24,"The Cuban Affair: A Novel","$14.99"
"Literature Fiction",25,"In Farleigh Field: A Novel of World War II","$4.99"
"Literature Fiction",26,"The Five Brothers Next Door: A Reverse Harem Romance","$0.99"
"Literature Fiction",27,"Yes Please","$2.99"
"Literature Fiction",28,"It","$0.00 with Trial"
"Literature Fiction",29,"The Sun and Her Flowers","$10.19"
"Literature Fiction",30,"The Rooster Bar","$14.99"
"Literature Fiction",31,"The Jake Fonko Series: Books 4, 5 & 6","$0.99"
"Literature Fiction",32,"The Handmaid's Tale","$9.99"
"Literature Fiction",33,"Don't You Cry: A gripping psychological thriller","$2.99"
"Literature Fiction",34,"Don't Let Go","$14.99"
"Literature Fiction",35,"A Column of Fire (Kingsbridge)","$15.99"
"Literature Fiction",36,"Origin: A Novel","$17.96"
"Literature Fiction",37,"Knocked Up by the Master: A BDSM Secret Baby Romance","$0.99"
"Literature Fiction",38,"Mark of Fire (The Endarian Prophecy Book 1)","$4.99"
"Literature Fiction",39,"The Kept Woman: A Novel (Will Trent)","$2.99"
"Literature Fiction",40,"The Best Friend","$0.99"
"Literature Fiction",41,"The Hideaway","$1.99"
"Literature Fiction",42,"The Strawberry Hearts Diner","$1.99"
"Literature Fiction",43,"The Patient","$1.99"
"Literature Fiction",44,"Everything We Left Behind: A Novel","$1.99"
"Literature Fiction",45,"Over Our Heads (The Valens Legacy Book 3)","$3.99"
"Literature Fiction",46,"The Mistake: An unputdownable psychological thriller with a brilliant twist","$0.99"
"Literature Fiction",47,"The Lord of the Rings: One Volume","$16.99"
"Literature Fiction",48,"Tourmaline (Awakened Sea Dragons Book 2)","$0.99"
"Literature Fiction",49,"Animal Farm and 1984","$12.99"
"Literature Fiction",50,"Uncommon Type: Some Stories","$0.00 with Trial"
"Literature Fiction",51,"Before We Were Yours: A Novel","$0.00 with Trial"
"Literature Fiction",52,"Daddy To Be: A Billionaire's Baby Romance","$0.99"
"Literature Fiction",53,"What Is Not Yours Is Not Yours","$1.99"
"Literature Fiction",54,"Fool Me Once (First Wives Series Book 1)","$4.99"
"Literature Fiction",55,"Ready Player One","$0.00 with Trial"
"Literature Fiction",56,"Manhattan Beach: A Novel","$14.99"
"Literature Fiction",57,"Fairytale: A Novel","$14.99"
"Literature Fiction",58,"Little Fires Everywhere","$13.99"
"Literature Fiction",59,"His Little Bad Girl (Innocence Claimed)","$0.99"
"Literature Fiction",60,"Girls on Fire: A Novel","$1.99"
"Literature Fiction",61,"The Dispatcher","$5.99"
"Literature Fiction",62,"Tempting","$0.99"
"Literature Fiction",63,"The Chocolatier's Wife","$0.99"
"Literature Fiction",64,"The Perfect Gift: A Bad Boy Christmas Romance","$0.99"
"Literature Fiction",65,"The Secrets She Keeps: A Novel","$0.00 with Trial"
"Literature Fiction",66,"Meant To Be (Fated Loves Book 2)","$0.99"
"Literature Fiction",67,"THE FOURTH FRIEND a gripping crime thriller full of stunning twists","$1.99"
"Literature Fiction",68,"The Snowman: A Harry Hole Novel (7) (Harry Hole series)","$9.99"
"Literature Fiction",69,"Tempting Daddy's Boss (Innocence Claimed)","$0.99"
"Literature Fiction",70,"NO EXIT a gripping thriller full of heart-stopping twists","$2.99"
"Literature Fiction",71,"Everything We Keep: A Novel","$4.99"
"Literature Fiction",72,"Harry Potter and the Chamber of Secrets","$8.99"
"Literature Fiction",73,"The Woodcutter's Wife","$0.99"
"Literature Fiction",74,"Milk and Honey","$8.99"
"Literature Fiction",75,"Magnolia Nights","$2.99"
"Literature Fiction",76,"Abducted (Lizzy Gardner Series, Book 1)","$0.99"
"Literature Fiction",77,"Darker: Fifty Shades Darker as Told by Christian (Fifty Shades of Grey Series)","$9.99"
"Literature Fiction",78,"The Rooster Bar","$17.37"
"Literature Fiction",79,"Wings of Fire","$0.07"
"Literature Fiction",80,"The Midnight Line: A Jack Reacher Novel","$14.99"
"Literature Fiction",81,"Maverick","$3.99"
"Literature Fiction",82,"AFTERLIFE","$1.99"
"Literature Fiction",83,"Are You Sleeping: A Novel","$2.99"
"Literature Fiction",84,"Foreplay: A Bad Boy's Baby Romance","$0.99"
"Literature Fiction",85,"Sleeping Beauties: A Novel","$0.00 with Trial"
"Literature Fiction",86,"Never Let You Go","$0.00 with Trial"
"Literature Fiction",87,"Harry Potter and the Goblet of Fire","$8.99"
"Literature Fiction",88,"Harry Potter and the Prisoner of Azkaban","$8.99"
"Literature Fiction",89,"Miss Frazer's Adventure","$1.99"
"Literature Fiction",90,"First to Kill (The Nathan McBride Series Book 1)","$0.99"
"Literature Fiction",91,"Knocked Up by the Dom: A BDSM Secret Baby Romance","$0.99"
"Literature Fiction",92,"No Limits: A Billionaire Bad Boy Romance","$0.99"
"Literature Fiction",93,"A Game of Thrones: A Song of Ice and Fire, Book 1","$0.00 with Trial"
"Literature Fiction",94,"Europa Journal","$1.99"
"Literature Fiction",95,"Zoo Station (John Russell series Book 1)","$1.99"
"Literature Fiction",96,"Burn for You (Slow Burn Book 1)","$4.99"
"Literature Fiction",97,"A Quiet Life in the Country (A Lady Hardcastle Mystery Book 1)","$1.99"
"Literature Fiction",98,"Dragon's Gift: a Reverse Harem Epic Fantasy (The Dragon's Gift Trilogy Book 1)","$3.99"
"Literature Fiction",99,"My Sister's Grave (The Tracy Crosswhite Series Book 1)","$5.49"
"Literature Fiction",100,"And After the Fire: A Novel","$1.99"
"Medical",1,"Misbehaving: The Making of Behavioral Economics","$9.99"
"Medical",2,"Braving the Wilderness: The Quest for True Belonging and the Courage to Stand Alone","$0.00 with Trial"
"Medical",3,"Food Can Fix It: The Superfood Switch to Fight Fat, Defy Aging, and Eat Your Way Healthy","$19.03"
"Medical",4,"The Dangerous Case of Donald Trump: 27 Psychiatrists and Mental Health Experts Assess a President","$18.24"
"Medical",5,"The End of Alzheimer's: The First Program to Prevent and Reverse Cognitive Decline","$16.20"
"Medical",6,"The Power of Habit: Why We Do What We Do in Life and Business","$0.00 with Trial"
"Medical",7,"Switching Time: A Doctor's Harrowing Story of Treating a Woman with 17 Personalities","$1.99"
"Medical",8,"Why We Sleep: Unlocking the Power of Sleep and Dreams","$16.20"
"Medical",9,"Recovery: Freedom from Our Addictions","$0.00 with Trial"
"Medical",10,"The Drug Hunters: The Improbable Quest to Discover New Medicines","$0.00 with Trial"
"Medical",11,"The Dangerous Case of Donald Trump: 27 Psychiatrists and Mental Health Experts Assess a President","$14.99"
"Medical",12,"The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle","$10.15"
"Medical",13,"Publication Manual of the American Psychological Association","$19.00"
"Medical",14,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma","$12.83"
"Medical",15,"Thinking, Fast and Slow","$9.60"
"Medical",16,"Medical Medium Thyroid Healing: The Truth behind Hashimoto's, Graves', Insomnia, Hypothyroidism, Thyroid Nodules & Epstein-Barr","$16.79"
"Medical",17,"The Untethered Soul: The Journey Beyond Yourself","$0.00 with Trial"
"Medical",18,"Being Mortal: Medicine and What Matters in the End","$11.40"
"Medical",19,"The State of Affairs: Rethinking Infidelity","$0.00 with Trial"
"Medical",20,"Algorithms to Live By: The Computer Science of Human Decisions","$0.00 with Trial"
"Medical",21,"I Thought It Was Just Me (but it isn’t): Telling the Truth about Perfectionism, Inadequacy, and Power","$0.00 with Trial"
"Medical",22,"Food Can Fix It: The Superfood Switch to Fight Fat, Defy Aging, and Eat Your Way Healthy","$14.99"
"Medical",23,"The Butchering Art: Joseph Lister's Quest to Transform the Grisly World of Victorian Medicine","$16.50"
"Medical",24,"The Whole-Brain Child: 12 Revolutionary Strategies to Nurture Your Child's Developing Mind","$10.87"
"Medical",25,"Saunders Comprehensive Review for the NCLEX-RN® Examination, 7e (Saunders Comprehensive Review for Nclex-Rn)","$51.63"
"Medical",26,"On Becoming Baby Wise: Giving Your Infant the Gift of Nighttime Sleep","$9.69"
"Medical",27,"The Secret","$0.00 with Trial"
"Medical",28,"The Obesity Code: Unlocking the Secrets of Weight Loss","$12.44"
"Medical",29,"A Brief History of Everyone Who Ever Lived: The Human Story Retold Through Our Genes","$9.99"
"Medical",30,"The Dangerous Case of Donald Trump: 27 Psychiatrists and Mental Health Experts Assess a President","$0.00 with Trial"
"Medical",31,"The Fast Metabolism Diet: Eat More Food and Lose More Weight","$14.87"
"Medical",32,"The Obesity Code: Unlocking the Secrets of Weight Loss","$0.00 with Trial"
"Medical",33,"Leaders Eat Last: Why Some Teams Pull Together and Others Don't","$13.39"
"Medical",34,"Mating in Captivity: Reconciling the Erotic & the Domestic","$0.00 with Trial"
"Medical",35,"Outliers: The Story of Success","$0.00 with Trial"
"Medical",36,"A Brief History of Everyone Who Ever Lived: The Human Story Retold Through Our Genes","$17.64"
"Medical",37,"Influence: The Psychology of Persuasion","$0.00 with Trial"
"Medical",38,"The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are","$0.00 with Trial"
"Medical",39,"The Elements of Style, Fourth Edition","$5.82"
"Medical",40,"Life 3.0: Being Human in the Age of Artificial Intelligence","$0.00 with Trial"
"Medical",41,"Win Bigly: Persuasion in a World Where Facts Don't Matter","$17.70"
"Medical",42,"When Breath Becomes Air","$17.50"
"Medical",43,"Mayo Clinic Guide to a Healthy Pregnancy (Bestsellers)","$10.73"
"Medical",44,"ATI TEAS Secrets Study Guide: TEAS 6 Complete Study Manual, Full-Length Practice Tests, Review Video Tutorials for the Test of Essential Academic Skills, Sixth Edition","$33.92"
"Medical",45,"The End of Alzheimer's: The First Program to Prevent and Reverse Cognitive Decline","$13.99"
"Medical",46,"Outliers: The Story of Success","$13.49"
"Medical",47,"The Alzheimer's Solution: A Breakthrough Program to Prevent and Reverse the Symptoms of Cognitive Decline at Every Age","$19.28"
"Medical",48,"How to Build Self-Discipline to Exercise: Practical Techniques and Strategies to Develop a Lifetime Habit of Exercise","$0.00 with Trial"
"Medical",49,"How to Talk to Anyone: 92 Little Tricks for Big Success in Relationships","$0.00 with Trial"
"Medical",50,"How to Think: A Survival Guide for a World at Odds","$15.31"
"Medical",51,"New Patients Now: Regain Control Of Your Practice And Double Your Profits","$19.99"
"Medical",52,"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5","$113.90"
"Medical",53,"Dr. Gundry's Diet Evolution: Turn Off the Genes That Are Killing You and Your Waistline","$13.58"
"Medical",54,"No-Drama Discipline: The Whole-Brain Way to Calm the Chaos and Nurture Your Child's Developing Mind","$10.87"
"Medical",55,"Proof of Heaven: A Neurosurgeon's Journey into the Afterlife","$9.59"
"Medical",56,"Misbehaving: The Making of Behavioral Economics","$15.26"
"Medical",57,"Mindset: The New Psychology of Success","$0.00 with Trial"
"Medical",58,"The Anatomy Coloring Book","$18.49"
"Medical",59,"The State of Affairs: Rethinking Infidelity","$18.35"
"Medical",60,"The Willpower Instinct: How Self-Control Works, Why It Matters, and What You Can Do to Get More of It","$0.00 with Trial"
"Medical",61,"The Feelings Book (Revised): The Care and Keeping of Your Emotions","$8.69"
"Medical",62,"ATI TEAS Review Manual: Sixth Edition Revised","$24.93"
"Medical",63,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma","$0.00 with Trial"
"Medical",64,"When Breath Becomes Air","$12.99"
"Medical",65,"Admission Assessment Exam Review, 4e","$24.00"
"Medical",66,"Love & Respect: The Love She Most Desires; The Respect He Desperately Needs","$13.89"
"Medical",67,"Awaken the Giant Within","$0.00 with Trial"
"Medical",68,"DBT® Skills Training Handouts and Worksheets, Second Edition","$31.28"
"Medical",69,"The Hero with a Thousand Faces (The Collected Works of Joseph Campbell)","$13.48"
"Medical",70,"Being Mortal: Medicine and What Matters in the End","$9.99"
"Medical",71,"Fat for Fuel: A Revolutionary Diet to Combat Cancer, Boost Brain Power, and Increase Your Energy","$16.96"
"Medical",72,"MCAT Complete 7-Book Subject Review 2018-2019: Online + Book (Kaplan Test Prep)","$120.93"
"Medical",73,"The Righteous Mind: Why Good People Are Divided by Politics and Religion","$12.04"
"Medical",74,"The Out-of-Sync Child (The Out-of-Sync Child Series)","$1.99"
"Medical",75,"The Checklist Manifesto: How to Get Things Right","$11.98"
"Medical",76,"The Tipping Point: How Little Things Can Make a Big Difference","$0.00 with Trial"
"Medical",77,"When Breath Becomes Air","$0.00 with Trial"
"Medical",78,"The Sanford Guide to Antimicrobial Therapy 2017","$15.00"
"Medical",79,"The Obesity Code: Unlocking the Secrets of Weight Loss","$9.50"
"Medical",80,"How to Build Self-Discipline: Resist Temptations and Reach Your Long-Term Goals","$0.00 with Trial"
"Medical",81,"Thinking, Fast and Slow","$9.99"
"Medical",82,"Quiet: The Power of Introverts in a World That Can't Stop Talking","$0.00 with Trial"
"Medical",83,"The Seat of the Soul: 25th Anniversary Edition","$0.00 with Trial"
"Medical",84,"Healthy Sleep Habits, Happy Child, 4th Edition: A Step-by-Step Program for a Good Night's Sleep","$13.65"
"Medical",85,"Smarter Faster Better: The Secrets of Being Productive in Life and Business","$0.00 with Trial"
"Medical",86,"Smart but Scattered: The Revolutionary ""Executive Skills"" Approach to Helping Kids Reach Their Potential","$14.28"
"Medical",87,"Parenting With Love And Logic (Updated and Expanded Edition)","$18.10"
"Medical",88,"Healing Back Pain: The Mind-Body Connection","$7.20"
"Medical",89,"The State of Affairs: Rethinking Infidelity","$12.99"
"Medical",90,"Nursing2018 Drug Handbook (Nursing Drug Handbook)","$25.95"
"Medical",91,"Pocket Medicine: The Massachusetts General Hospital Handbook of Internal Medicine","$32.45"
"Medical",92,"Medicare For Dummies (For Dummies (Business & Personal Finance))","$15.17"
"Medical",93,"The Butchering Art: Joseph Lister's Quest to Transform the Grisly World of Victorian Medicine","$12.99"
"Medical",94,"The Whole-Brain Child: 12 Revolutionary Strategies to Nurture Your Child's Developing Mind, Survive Everyday Parenting Struggles, and Help Your Family Thrive","$0.00 with Trial"
"Medical",95,"The Fast Metabolism Diet Cookbook: Eat Even More Food and Lose Even More Weight","$15.89"
"Medical",96,"How to Think: A Survival Guide for a World at Odds","$11.99"
"Medical",97,"What to Do When Your Temper Flares: A Kid's Guide to Overcoming Problems With Anger (What to Do Guides for Kids)","$13.55"
"Medical",98,"Nudge: Improving Decisions About Health, Wealth, and Happiness [Expanded Edition]","$0.00 with Trial"
"Medical",99,"How Emotions Are Made: The Secret Life of the Brain","$0.00 with Trial"
"Medical",100,"Rapid Interpretation of EKG's, Sixth Edition","$40.83"
"Mystery Thriller Suspense",1,"Origin: A Novel","$14.99"
"Mystery Thriller Suspense",2,"When I'm Gone: A Novel","$5.49"
"Mystery Thriller Suspense",3,"Origin: A Novel","$0.00 with Trial"
"Mystery Thriller Suspense",4,"Deep Freeze (A Virgil Flowers Novel)","$14.99"
"Mystery Thriller Suspense",5,"I Am Watching You","$4.99"
"Mystery Thriller Suspense",6,"The Short Drop (The Gibson Vaughn Series Book 1)","$1.99"
"Mystery Thriller Suspense",7,"What She Knew: A Novel","$1.99"
"Mystery Thriller Suspense",8,"A Dark Lure","$4.99"
"Mystery Thriller Suspense",9,"The Honest Spy","$4.99"
"Mystery Thriller Suspense",10,"Blood on the Tracks (Sydney Rose Parnell Series Book 1)","$1.99"
"Mystery Thriller Suspense",11,"The Cuban Affair: A Novel","$14.99"
"Mystery Thriller Suspense",12,"In Farleigh Field: A Novel of World War II","$4.99"
"Mystery Thriller Suspense",13,"The Naturalist (The Naturalist Series Book 1)","$4.99"
"Mystery Thriller Suspense",14,"The Extraditionist (A Benn Bluestone Thriller Book 1)","$4.99"
"Mystery Thriller Suspense",15,"It","$0.00 with Trial"
"Mystery Thriller Suspense",16,"The Rooster Bar","$14.99"
"Mystery Thriller Suspense",17,"The Jake Fonko Series: Books 4, 5 & 6","$0.99"
"Mystery Thriller Suspense",18,"Don't You Cry: A gripping psychological thriller","$2.99"
"Mystery Thriller Suspense",19,"Don't Let Go","$14.99"
"Mystery Thriller Suspense",20,"A Column of Fire (Kingsbridge)","$15.99"
"Mystery Thriller Suspense",21,"Origin: A Novel","$17.96"
"Mystery Thriller Suspense",22,"The Kept Woman: A Novel (Will Trent)","$2.99"
"Mystery Thriller Suspense",23,"The Best Friend","$0.99"
"Mystery Thriller Suspense",24,"The Patient","$1.99"
"Mystery Thriller Suspense",25,"Everything We Left Behind: A Novel","$1.99"
"Mystery Thriller Suspense",26,"Over Our Heads (The Valens Legacy Book 3)","$3.99"
"Mystery Thriller Suspense",27,"The Mistake: An unputdownable psychological thriller with a brilliant twist","$0.99"
"Mystery Thriller Suspense",28,"Close to Home (The Tracy Crosswhite Series Book 5)","$5.99"
"Mystery Thriller Suspense",29,"Ready Player One","$0.00 with Trial"
"Mystery Thriller Suspense",30,"The Girl Who Takes an Eye for an Eye: A Lisbeth Salander novel, continuing Stieg Larsson’s Millennium Series (Millennium Series Book 5)","$13.99"
"Mystery Thriller Suspense",31,"Girls on Fire: A Novel","$1.99"
"Mystery Thriller Suspense",32,"Deep Freeze: Virgil Flowers, Book 10","$0.00 with Trial"
"Mystery Thriller Suspense",33,"The Secrets She Keeps: A Novel","$0.00 with Trial"
"Mystery Thriller Suspense",34,"THE FOURTH FRIEND a gripping crime thriller full of stunning twists","$1.99"
"Mystery Thriller Suspense",35,"The Snowman: A Harry Hole Novel (7) (Harry Hole series)","$9.99"
"Mystery Thriller Suspense",36,"NO EXIT a gripping thriller full of heart-stopping twists","$2.99"
"Mystery Thriller Suspense",37,"Everything We Keep: A Novel","$4.99"
"Mystery Thriller Suspense",38,"Abducted (Lizzy Gardner Series, Book 1)","$0.99"
"Mystery Thriller Suspense",39,"The Rooster Bar","$17.37"
"Mystery Thriller Suspense",40,"The Midnight Line: A Jack Reacher Novel","$14.99"
"Mystery Thriller Suspense",41,"Her Last Goodbye (Morgan Dane Book 2)","$4.99"
"Mystery Thriller Suspense",42,"The Dangerous Case of Donald Trump: 27 Psychiatrists and Mental Health Experts Assess a President","$18.24"
"Mystery Thriller Suspense",43,"AFTERLIFE","$1.99"
"Mystery Thriller Suspense",44,"Betrayal","$4.99"
"Mystery Thriller Suspense",45,"Are You Sleeping: A Novel","$2.99"
"Mystery Thriller Suspense",46,"Sleeping Beauties: A Novel","$0.00 with Trial"
"Mystery Thriller Suspense",47,"Haunted (Michael Bennett)","$14.99"
"Mystery Thriller Suspense",48,"Never Let You Go","$0.00 with Trial"
"Mystery Thriller Suspense",49,"First to Kill (The Nathan McBride Series Book 1)","$0.99"
"Mystery Thriller Suspense",50,"Inferno - CSI Reilly Steel #2","$0.99"
"Mystery Thriller Suspense",51,"Poisonfeather (The Gibson Vaughn Series Book 2)","$1.99"
"Mystery Thriller Suspense",52,"Zoo Station (John Russell series Book 1)","$1.99"
"Mystery Thriller Suspense",53,"A Quiet Life in the Country (A Lady Hardcastle Mystery Book 1)","$1.99"
"Mystery Thriller Suspense",54,"My Sister's Grave (The Tracy Crosswhite Series Book 1)","$5.49"
"Mystery Thriller Suspense",55,"The Cuban Affair","$0.00 with Trial"
"Mystery Thriller Suspense",56,"When We Were Worthy","$4.99"
"Mystery Thriller Suspense",57,"The Snowman","$0.00 with Trial"
"Mystery Thriller Suspense",58,"Cold Harbor (The Gibson Vaughn Series Book 3)","$4.99"
"Mystery Thriller Suspense",59,"The Uluru Code: A Sean Wyatt Archaeological Thriller (Sean Wyatt Adventure Book 10)","$0.99"
"Mystery Thriller Suspense",60,"Silent Child","$0.99"
"Mystery Thriller Suspense",61,"Say You're Sorry (Morgan Dane Book 1)","$4.99"
"Mystery Thriller Suspense",62,"The Hangman's Daughter (A Hangman's Daughter Tale Book 1)","$5.49"
"Mystery Thriller Suspense",63,"The Last Move","$3.99"
"Mystery Thriller Suspense",64,"Two Kinds of Truth (A Harry Bosch Novel)","$14.99"
"Mystery Thriller Suspense",65,"The Man of Legends","$1.99"
"Mystery Thriller Suspense",66,"The Family Lawyer","$9.99"
"Mystery Thriller Suspense",67,"Covert Evidence (Evidence Series Book 5)","$0.99"
"Mystery Thriller Suspense",68,"Stillhouse Lake (Stillhouse Lake Series Book 1)","$4.99"
"Mystery Thriller Suspense",69,"The Girl Who Came Back: A totally gripping psychological thriller with a twist you won’t see coming","$2.99"
"Mystery Thriller Suspense",70,"Sleeping Beauties: A Novel","$16.99"
"Mystery Thriller Suspense",71,"The Snowman (Harry Hole Series)","$6.85"
"Mystery Thriller Suspense",72,"Genome (The Extinction Files Book 2)","$5.99"
"Mystery Thriller Suspense",73,"To Kill a Mockingbird","$5.89"
"Mystery Thriller Suspense",74,"Summit: A Novel","$0.99"
"Mystery Thriller Suspense",75,"The Surrogate: A gripping psychological thriller with an incredible twist","$0.99"
"Mystery Thriller Suspense",76,"A Column of Fire","$0.00 with Trial"
"Mystery Thriller Suspense",77,"Vanish: A Rizzoli & Isles Novel","$1.99"
"Mystery Thriller Suspense",78,"The Atlantis Gene: A Thriller (The Origin Mystery, Book 1)","$3.99"
"Mystery Thriller Suspense",79,"It: A Novel","$13.66"
"Mystery Thriller Suspense",80,"Miss Julia Hits the Road","$1.99"
"Mystery Thriller Suspense",81,"An Innocent Client (Joe Dillard Series Book 1)","$3.99"
"Mystery Thriller Suspense",82,"Blood of Others","$0.00 with Trial"
"Mystery Thriller Suspense",83,"The Spinster Wife","$3.99"
"Mystery Thriller Suspense",84,"Enemy of the State (A Mitch Rapp Novel Book 14)","$14.99"
"Mystery Thriller Suspense",85,"Frost Security: The Complete 5 Books Series","$0.99"
"Mystery Thriller Suspense",86,"The Dead Key","$5.99"
"Mystery Thriller Suspense",87,"The Art Forger: A Novel","$8.26"
"Mystery Thriller Suspense",88,"It","$11.99"
"Mystery Thriller Suspense",89,"IQ (An IQ Novel)","$9.99"
"Mystery Thriller Suspense",90,"Death Note: An absolutely gripping thriller with a killer twist (Detective Ruby Preston Crime Thriller Series Book 1)","$0.99"
"Mystery Thriller Suspense",91,"Deader Homes and Gardens","$0.00 with Trial"
"Mystery Thriller Suspense",92,"Silent Child","$0.00 with Trial"
"Mystery Thriller Suspense",93,"Dangerous Desires","$0.99"
"Mystery Thriller Suspense",94,"The Rooster Bar","$0.00 with Trial"
"Mystery Thriller Suspense",95,"Dash For Cash: A Garden Girls Cozy Mystery (Garden Girls Christian Cozy Mystery Series Book 18)","$0.99"
"Mystery Thriller Suspense",96,"The Trapped Girl (The Tracy Crosswhite Series Book 4)","$5.99"
"Mystery Thriller Suspense",97,"The 17th Suspect (Women's Murder Club)","$14.99"
"Mystery Thriller Suspense",98,"Don't Let Go","$0.00 with Trial"
"Mystery Thriller Suspense",99,"The Dangerous Case of Donald Trump: 27 Psychiatrists and Mental Health Experts Assess a President","$14.99"
"Mystery Thriller Suspense",100,"The Memory of Butterflies: A Novel","$3.99"
"Parenting Relationships",1,"Coming Clean: A Memoir","$0.99"
"Parenting Relationships",2,"H Is for Hawk","$8.63"
"Parenting Relationships",3,"The 5 Love Languages: The Secret to Love that Lasts","$9.59"
"Parenting Relationships",4,"Enchantment: The Art of Changing Hearts, Minds, and Actions","$1.99"
"Parenting Relationships",5,"What to Expect When You're Expecting","$13.90"
"Parenting Relationships",6,"The Five Love Languages: The Secret to Love That Lasts","$0.00 with Trial"
"Parenting Relationships",7,"The Glass Castle: A Memoir","$10.29"
"Parenting Relationships",8,"The World's Largest Man: A Memoir","$1.99"
"Parenting Relationships",9,"Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!","$7.19"
"Parenting Relationships",10,"Precious Little Sleep: The Complete Baby Sleep Guide for Modern Parents","$2.00"
"Parenting Relationships",11,"Lessons From a Third Grade Dropout","$8.02"
"Parenting Relationships",12,"The 5 Love Languages: The Secret to Love that Lasts","$6.67"
"Parenting Relationships",13,"AARP Meditations for Caregivers: Practical, Emotional, and Spiritual Support for You and Your Family","$10.87"
"Parenting Relationships",14,"The State of Affairs: Rethinking Infidelity","$0.00 with Trial"
"Parenting Relationships",15,"Go the F**k to Sleep","$11.96"
"Parenting Relationships",16,"Lessons From a Third Grade Dropout","$4.99"
"Parenting Relationships",17,"The Glass Castle: A Memoir","$12.99"
"Parenting Relationships",18,"How to Talk So Kids Will Listen & Listen So Kids Will Talk","$9.56"
"Parenting Relationships",19,"1-2-3 Magic: 3-Step Discipline for Calm, Effective, and Happy Parenting","$1.99"
"Parenting Relationships",20,"The Whole-Brain Child: 12 Revolutionary Strategies to Nurture Your Child's Developing Mind","$10.87"
"Parenting Relationships",21,"Sisters First: Stories from Our Wild and Wonderful Life","$19.60"
"Parenting Relationships",22,"On Becoming Baby Wise: Giving Your Infant the Gift of Nighttime Sleep","$9.69"
"Parenting Relationships",23,"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition","$11.30"
"Parenting Relationships",24,"The Glass Castle: A Memoir","$0.00 with Trial"
"Parenting Relationships",25,"Why Me?","$0.99"
"Parenting Relationships",26,"Teach Your Child to Read in 100 Easy Lessons","$15.19"
"Parenting Relationships",27,"Option B: Facing Adversity, Building Resilience, and Finding Joy","$16.48"
"Parenting Relationships",28,"Spilled Milk: Based On A True Story","$4.99"
"Parenting Relationships",29,"Mating in Captivity: Reconciling the Erotic & the Domestic","$0.00 with Trial"
"Parenting Relationships",30,"What to Expect the First Year","$10.29"
"Parenting Relationships",31,"Codependent No More: How to Stop Controlling Others and Start Caring for Yourself","$13.39"
"Parenting Relationships",32,"Modern Romance: An Investigation","$0.00 with Trial"
