"category","rank","titles","prices"
"Parenting Relationships",33,"The Seven Principles for Making Marriage Work: A Practical Guide from the Country's Foremost Relationship Expert","$9.29"
"Parenting Relationships",34,"The Knot Ultimate Wedding Planner & Organizer [binder edition]: Worksheets, Checklists, Etiquette, Calendars, and Answers to Frequently Asked Questions","$23.59"
"Parenting Relationships",35,"Feeling Good: The New Mood Therapy","$5.59"
"Parenting Relationships",36,"Mayo Clinic Guide to a Healthy Pregnancy (Bestsellers)","$10.73"
"Parenting Relationships",37,"Love That Lasts: How We Discovered God’s Better Way for Love, Dating, Marriage, and Sex","$11.59"
"Parenting Relationships",38,"Untangled: Guiding Teenage Girls Through the Seven Transitions into Adulthood","$10.87"
"Parenting Relationships",39,"How to Talk to Anyone: 92 Little Tricks for Big Success in Relationships","$0.00 with Trial"
"Parenting Relationships",40,"Nutrient Power: Heal Your Biochemistry and Heal Your Brain","$9.99"
"Parenting Relationships",41,"The Happiest Baby on the Block; Fully Revised and Updated Second Edition: The New Way to Calm Crying and Help Your Newborn Baby Sleep Longer","$12.70"
"Parenting Relationships",42,"No-Drama Discipline: The Whole-Brain Way to Calm the Chaos and Nurture Your Child's Developing Mind","$10.87"
"Parenting Relationships",43,"Of Mess and Moxie: Wrangling Delight out of This Wild and Glorious Life","$0.00 with Trial"
"Parenting Relationships",44,"Toddler Coloring Book. Numbers Colors Shapes: Baby Activity Book for Kids Age 1-3, Boys or Girls, for Their Fun Early Learning of First Easy Words ... (Preschool Prep Activity Learning) (Volume 1)","$5.82"
"Parenting Relationships",45,"The State of Affairs: Rethinking Infidelity","$18.35"
"Parenting Relationships",46,"The Expectant Father: The Ultimate Guide for Dads-to-Be","$11.86"
"Parenting Relationships",47,"Crucial Conversations: Tools for Talking When Stakes Are High, Second Edition","$0.00 with Trial"
"Parenting Relationships",48,"Love & Respect: The Love She Most Desires; The Respect He Desperately Needs","$13.89"
"Parenting Relationships",49,"1-2-3 Magic: 3-Step Discipline for Calm, Effective, and Happy Parenting","$12.75"
"Parenting Relationships",50,"Option B: Facing Adversity, Building Resilience, and Finding Joy","$0.00 with Trial"
"Parenting Relationships",51,"The Me, Me, Me Epidemic: A Step-by-Step Guide to Raising Capable, Grateful Kids in an Over-Entitled World","$1.99"
"Parenting Relationships",52,"The Explosive Child: A New Approach for Understanding and Parenting Easily Frustrated, Chronically Inflexible Children","$12.62"
"Parenting Relationships",53,"The Invisible String","$14.30"
"Parenting Relationships",54,"The Out-of-Sync Child (The Out-of-Sync Child Series)","$1.99"
"Parenting Relationships",55,"Attached: The New Science of Adult Attachment and How It Can Help YouFind - and Keep - Love","$10.84"
"Parenting Relationships",56,"The 5 Love Languages of Children: The Secret to Loving Children Effectively","$13.59"
"Parenting Relationships",57,"The 7 Habits of Highly Effective Teens","$13.42"
"Parenting Relationships",58,"Healthy Sleep Habits, Happy Child, 4th Edition: A Step-by-Step Program for a Good Night's Sleep","$13.65"
"Parenting Relationships",59,"Smart but Scattered: The Revolutionary ""Executive Skills"" Approach to Helping Kids Reach Their Potential","$14.28"
"Parenting Relationships",60,"Hold Me Tight: Seven Conversations for a Lifetime of Love","$16.61"
"Parenting Relationships",61,"Parenting With Love And Logic (Updated and Expanded Edition)","$18.10"
"Parenting Relationships",62,"The State of Affairs: Rethinking Infidelity","$12.99"
"Parenting Relationships",63,"The Meaning of Marriage: Facing the Complexities of Commitment with the Wisdom of God","$10.91"
"Parenting Relationships",64,"Of Mess and Moxie: Wrangling Delight Out of This Wild and Glorious Life","$16.23"
"Parenting Relationships",65,"Mating in Captivity: Unlocking Erotic Intelligence","$14.39"
"Parenting Relationships",66,"Oh Crap! Potty Training: Everything Modern Parents Need to Know  to Do It Once and Do It Right","$11.43"
"Parenting Relationships",67,"The Whole-Brain Child: 12 Revolutionary Strategies to Nurture Your Child's Developing Mind, Survive Everyday Parenting Struggles, and Help Your Family Thrive","$0.00 with Trial"
"Parenting Relationships",68,"The Like Switch: An Ex-FBI Agent's Guide to Influencing, Attracting, and Winning People Over","$0.00 with Trial"
"Parenting Relationships",69,"How to Be a 3% Man","$0.00 with Trial"
"Parenting Relationships",70,"How to Talk so Little Kids Will Listen: A Survival Guide to Life with Children Ages 2-7","$13.59"
"Parenting Relationships",71,"Parenting: 14 Gospel Principles That Can Radically Change Your Family","$17.53"
"Parenting Relationships",72,"Attached: The New Science of Adult Attachment and How It Can Help You Find - And Keep - Love","$0.00 with Trial"
"Parenting Relationships",73,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson","$9.99"
"Parenting Relationships",74,"Stop Walking on Eggshells: Taking Your Life Back When Someone You Care About Has Borderline Personality Disorder","$11.10"
"Parenting Relationships",75,"How to Raise an Adult: Break Free of the Overparenting Trap and Prepare Your Kid for Success","$9.98"
"Parenting Relationships",76,"Good Pictures Bad Pictures: Porn-Proofing Today's Young Kids","$16.59"
"Parenting Relationships",77,"I Said No! A Kid-to-kid Guide to Keeping Private Parts Private","$10.25"
"Parenting Relationships",78,"Men Are from Mars, Women Are from Venus: The Classic Guide to Understanding the Opposite Sex","$9.19"
"Parenting Relationships",79,"Strong Is the New Pretty: A Celebration of Girls Being Themselves","$10.00"
"Parenting Relationships",80,"Sisters First: Stories from Our Wild and Wonderful Life","$13.99"
"Parenting Relationships",81,"Waiting for Baby","$3.99"
"Parenting Relationships",82,"Love Warrior: A Memoir","$11.66"
"Parenting Relationships",83,"F*CK Him! - Nice Girls Always Finish Single - ""A guide for sassy women who want to get back in control of their love life"" (The Truth about his weird behavior, ... of commitment and sudden loss of interest)","$4.47"
"Parenting Relationships",84,"The Whole 9 Months: A Week-By-Week Pregnancy Nutrition Guide with Recipes for a Healthy Start","$14.39"
"Parenting Relationships",85,"Love and Respect: The Love She Most Desires; the Respect He Desperately Needs","$0.00 with Trial"
"Parenting Relationships",86,"Bringing Up Bébé: One American Mother Discovers the Wisdom of French Parenting (now with Bébé Day by Day: 100 Keys to French Parenting)","$14.40"
"Parenting Relationships",87,"Ina May's Guide to Childbirth","$13.33"
"Parenting Relationships",88,"Tiny Beautiful Things: Advice on Love and Life from Dear Sugar","$10.99"
"Parenting Relationships",89,"Not Exactly Love: A Memoir","$0.99"
"Parenting Relationships",90,"The Unofficial Guide to Walt Disney World 2018 (The Unofficial Guides)","$15.17"
"Parenting Relationships",91,"Mayo Clinic Guide to a Healthy Pregnancy: From Doctors Who Are Parents, Too!","$11.29"
"Parenting Relationships",92,"Unqualified","$0.00 with Trial"
"Parenting Relationships",93,"The Belly Book: A Nine-Month Journal for You and Your Growing Belly (Potter Style)","$9.69"
"Parenting Relationships",94,"Be Prepared","$10.10"
"Parenting Relationships",95,"Menopause Confidential: A Doctor Reveals the Secrets to Thriving Through Midlife","$1.99"
"Parenting Relationships",96,"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition","$9.00"
"Parenting Relationships",97,"The Sh!t No One Tells You: A Guide to Surviving Your Baby's First Year","$9.28"
"Parenting Relationships",98,"Raising Trump","$12.99"
"Parenting Relationships",99,"Mindful Games Activity Cards: 55 Fun Ways to Share Mindfulness with Kids and Teens","$15.91"
"Parenting Relationships",100,"The Baby Owner's Manual: Operating Instructions, Trouble-Shooting Tips, and Advice on First-Year Maintenance","$9.83"
"Politics Social Sciences",1,"Braving the Wilderness: The Quest for True Belonging and the Courage to Stand Alone","$0.00 with Trial"
"Politics Social Sciences",2,"What Happened","$0.00 with Trial"
"Politics Social Sciences",3,"The Dangerous Case of Donald Trump: 27 Psychiatrists and Mental Health Experts Assess a President","$18.24"
"Politics Social Sciences",4,"What Happened","$17.99"
"Politics Social Sciences",5,"Mary's Mosaic: The CIA Conspiracy to Murder John F. Kennedy, Mary Pinchot Meyer, and Their Vision for World Peace: Third Edition","$1.99"
"Politics Social Sciences",6,"Interpreter of Maladies","$9.99"
"Politics Social Sciences",7,"Braving the Wilderness: The Quest for True Belonging and the Courage to Stand Alone","$16.37"
"Politics Social Sciences",8,"We Were Eight Years in Power: An American Tragedy","$16.80"
"Politics Social Sciences",9,"The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book)","$7.42"
"Politics Social Sciences",10,"Hillbilly Elegy: A Memoir of a Family and Culture in Crisis","$15.99"
"Politics Social Sciences",11,"Hillbilly Elegy: A Memoir of a Family and Culture in Crisis","$16.74"
"Politics Social Sciences",12,"Sapiens: A Brief History of Humankind","$0.00 with Trial"
"Politics Social Sciences",13,"The Professor and the Madman: A Tale of Murder, Insanity, and the Making of the Oxford English Dictionary","$1.99"
"Politics Social Sciences",14,"The Dangerous Case of Donald Trump: 27 Psychiatrists and Mental Health Experts Assess a President","$14.99"
"Politics Social Sciences",15,"What Happened","$14.99"
"Politics Social Sciences",16,"Hillbilly Elegy: A Memoir of a Family and Culture in Crisis","$0.00 with Trial"
"Politics Social Sciences",17,"The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing","$9.79"
"Politics Social Sciences",18,"The God Delusion","$10.99"
"Politics Social Sciences",19,"Lessons from the Light: What We Can Learn from the Near-Death Experience","$0.99"
"Politics Social Sciences",20,"Nudge: Improving Decisions About Health, Wealth, and Happiness","$10.83"
"Politics Social Sciences",21,"Obama: An Intimate Portrait","$28.99"
"Politics Social Sciences",22,"Mindhunter: Inside the FBI's Elite Serial Crime Unit","$8.54"
"Politics Social Sciences",23,"Sapiens: A Brief History of Humankind","$21.00"
"Politics Social Sciences",24,"Fahrenheit 451","$13.34"
"Politics Social Sciences",25,"Braving the Wilderness: The Quest for True Belonging and the Courage to Stand Alone","$14.99"
"Politics Social Sciences",26,"Al Franken, Giant of the Senate","$0.00 with Trial"
"Politics Social Sciences",27,"The Power of Now","$0.00 with Trial"
"Politics Social Sciences",28,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future","$0.00 with Trial"
"Politics Social Sciences",29,"The Underground Girls of Kabul: In Search of a Hidden Resistance in Afghanistan","$1.99"
"Politics Social Sciences",30,"Why Buddhism Is True: The Science and Philosophy of Enlightenment","$0.00 with Trial"
"Politics Social Sciences",31,"Billionaire at the Barricades: The Populist Revolution from Reagan to Trump","$18.29"
"Politics Social Sciences",32,"Being Mortal: Medicine and What Matters in the End","$11.40"
"Politics Social Sciences",33,"48 Laws of Power","$0.00 with Trial"
"Politics Social Sciences",34,"Between the World and Me","$13.54"
"Politics Social Sciences",35,"Sapiens: A Brief History of Humankind","$16.99"
"Politics Social Sciences",36,"Unbelievable: My Front-Row Seat to the Craziest Campaign in American History","$17.68"
"Politics Social Sciences",37,"Smarter Faster Better: The Transformative Power of Real Productivity","$2.99"
"Politics Social Sciences",38,"NIV, Promises for Women, eBook (Promises for ...)","$0.99"
"Politics Social Sciences",39,"Unbelievable: My Front-Row Seat to the Craziest Campaign in American History","$12.99"
"Politics Social Sciences",40,"We Were Eight Years in Power: An American Tragedy","$0.00 with Trial"
"Politics Social Sciences",41,"Mindhunter: Inside the FBI's Elite Serial Crime Unit","$11.51"
"Politics Social Sciences",42,"The Four Agreements","$0.00 with Trial"
"Politics Social Sciences",43,"The Book of Joy: Lasting Happiness in a Changing World","$17.82"
"Politics Social Sciences",44,"On Becoming Baby Wise: Giving Your Infant the Gift of Nighttime Sleep","$9.69"
"Politics Social Sciences",45,"The Four: The Hidden DNA of Amazon, Apple, Facebook, and Google","$16.80"
"Politics Social Sciences",46,"We Were Eight Years in Power: An American Tragedy","$13.99"
"Politics Social Sciences",47,"Al Franken, Giant of the Senate","$14.99"
"Politics Social Sciences",48,"A Brief History of Everyone Who Ever Lived: The Human Story Retold Through Our Genes","$9.99"
"Politics Social Sciences",49,"Unbelievable: My Front-Row Seat to the Craziest Campaign in American History","$0.00 with Trial"
"Politics Social Sciences",50,"Liar, Temptress, Soldier, Spy: Four Women Undercover in the Civil War","$1.99"
"Politics Social Sciences",51,"The Dangerous Case of Donald Trump: 27 Psychiatrists and Mental Health Experts Assess a President","$0.00 with Trial"
"Politics Social Sciences",52,"The Book of Joy: Lasting Happiness in a Changing World","$0.00 with Trial"
"Politics Social Sciences",53,"The Girl with Seven Names: A North Korean Defector’s Story","$1.99"
"Politics Social Sciences",54,"Just Mercy: A Story of Justice and Redemption","$12.00"
"Politics Social Sciences",55,"Spilled Milk: Based On A True Story","$4.99"
"Politics Social Sciences",56,"Outliers: The Story of Success","$0.00 with Trial"
"Politics Social Sciences",57,"A Brief History of Everyone Who Ever Lived: The Human Story Retold Through Our Genes","$17.64"
"Politics Social Sciences",58,"The 48 Laws of Power","$19.63"
"Politics Social Sciences",59,"On Tyranny: Twenty Lessons from the Twentieth Century","$6.38"
"Politics Social Sciences",60,"Women in Science: 50 Fearless Pioneers Who Changed the World","$11.55"
"Politics Social Sciences",61,"Beyond the Messy Truth: How We Came Apart, How We Come Together","$17.70"
"Politics Social Sciences",62,"Al Franken, Giant of the Senate","$19.77"
"Politics Social Sciences",63,"Modern Romance: An Investigation","$0.00 with Trial"
"Politics Social Sciences",64,"The New Jim Crow:  Mass Incarceration in the Age of Colorblindness","$13.56"
"Politics Social Sciences",65,"Extremely Loud and Incredibly Close: A Novel","$9.99"
"Politics Social Sciences",66,"Meditations (Dover Thrift Editions)","$1.78"
"Politics Social Sciences",67,"Slouching Towards Bethlehem: Essays","$1.99"
"Politics Social Sciences",68,"The Devil in the White City","$0.00 with Trial"
"Politics Social Sciences",69,"Lean In: Women, Work, and the Will to Lead","$7.01"
"Politics Social Sciences",70,"The Art Of War","$4.99"
"Politics Social Sciences",71,"When Breath Becomes Air","$17.50"
"Politics Social Sciences",72,"The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing","$0.00 with Trial"
"Politics Social Sciences",73,"From Here to Eternity: Traveling the World to Find the Good Death","$16.23"
"Politics Social Sciences",74,"Nudge: Improving Decisions About Health, Wealth, and Happiness","$13.99"
"Politics Social Sciences",75,"Between the World and Me","$0.00 with Trial"
"Politics Social Sciences",76,"Mayo Clinic Guide to a Healthy Pregnancy (Bestsellers)","$10.73"
"Politics Social Sciences",77,"Billionaire at the Barricades: The Populist Revolution from Reagan to Trump","$14.99"
"Politics Social Sciences",78,"Homo Deus: A Brief History of Tomorrow","$0.00 with Trial"
"Politics Social Sciences",79,"The Four: The Hidden DNA of Amazon, Apple, Facebook, and Google","$0.00 with Trial"
"Politics Social Sciences",80,"Outliers: The Story of Success","$13.49"
"Politics Social Sciences",81,"Dreamland: The True Tale of America's Opiate Epidemic","$12.87"
"Politics Social Sciences",82,"Scalia Speaks: Reflections on Law, Faith, and Life Well Lived","$22.35"
"Politics Social Sciences",83,"How to Think: A Survival Guide for a World at Odds","$15.31"
"Politics Social Sciences",84,"Fantasyland: How America Went Haywire: A 500-Year History","$0.00 with Trial"
"Politics Social Sciences",85,"Mad City: The True Story of the Campus Murders That America Forgot","$4.99"
"Politics Social Sciences",86,"Fatwa: Hunted in America","$19.51"
"Politics Social Sciences",87,"Of Mess and Moxie: Wrangling Delight out of This Wild and Glorious Life","$0.00 with Trial"
"Politics Social Sciences",88,"Clinton Cash: The Untold Story of How and Why Foreign Governments and Businesses Helped Make Bill and Hillary Rich","$9.60"
"Politics Social Sciences",89,"Washington: The Indispensable Man","$1.99"
"Politics Social Sciences",90,"Why Buddhism is True: The Science and Philosophy of Meditation and Enlightenment","$18.36"
"Politics Social Sciences",91,"Men We Reaped: A Memoir","$1.99"
"Politics Social Sciences",92,"Emergency: This Book Will Save Your Life","$10.33"
"Politics Social Sciences",93,"Trump is F*cking Crazy: (This is Not a Joke)","$17.70"
